PC1,PC2,Date,Close,Regime,Cluster_KMeans,Cluster_MiniBatchKMeans,Cluster_GMM,Cluster_VBGMM,Cluster_Spectral
-1.6378503239030466,-0.5675162849783427,2015-05-01,232.07899475097656,Bull,0,1,0,0,0
-1.6791036988542183,0.2835506600182241,2015-05-02,234.92999267578125,Bull,0,1,0,0,0
-1.7232919835911815,0.9097317828187077,2015-05-03,240.3580017089844,Bull,0,1,0,0,0
-1.6700253038113893,-0.05384143783121082,2015-05-04,239.01800537109375,Bull,0,1,0,0,0
-1.6612702952871208,-0.16584563831092575,2015-05-05,236.1210021972656,Bull,0,1,0,0,0
-1.635359865475072,-0.6658318804821851,2015-05-06,229.7819976806641,Bull,0,1,0,0,0
-1.6849226552090522,0.4511332694142885,2015-05-07,237.33399963378903,Bull,0,1,0,0,0
-1.7055690744565248,0.6793780900228267,2015-05-08,243.86300659179688,Bull,0,1,0,0,0
-1.664040355576727,-0.20443377431725532,2015-05-09,241.83200073242188,Bull,0,1,0,0,0
-1.642360400045223,-0.38680473086260714,2015-05-10,240.29600524902344,Bull,0,1,0,0,0
-1.6621355959299509,0.00026180783393493735,2015-05-11,242.1580047607422,Bull,0,1,0,0,0
-1.6568530631672955,-0.18621183285137016,2015-05-12,241.11199951171875,Bull,0,1,0,0,0
-1.6345033588723668,-0.4443468456235105,2015-05-13,236.3769989013672,Bull,0,1,0,0,0
-1.6299302557252848,-0.22828403344550255,2015-05-14,236.9290008544922,Bull,0,1,0,0,0
-1.6134350760309195,-0.40384267603905394,2015-05-15,237.60499572753903,Bull,0,1,0,0,0
-1.6050851209900032,-0.5695082125132542,2015-05-16,236.1529998779297,Bull,0,1,0,0,0
-1.612598944195584,-0.3212542823331992,2015-05-17,236.802001953125,Bull,0,1,0,0,0
-1.5860969077823115,-0.8676720819421673,2015-05-18,233.1280059814453,Bull,0,1,0,0,0
-1.5944866360123289,-0.6609039558910883,2015-05-19,231.9470062255859,Bull,0,1,0,0,0
-1.6228174744671329,-0.16109396127590825,2015-05-20,234.01800537109375,Bull,0,1,0,0,0
-1.6058212521058972,-0.20360551894091566,2015-05-21,235.343994140625,Bull,0,1,0,0,0
-1.632670151591781,0.25243903540205176,2015-05-22,240.34800720214844,Bull,0,1,0,0,0
-1.6097074757286316,-0.30480531175712317,2015-05-23,238.8719940185547,Bull,0,1,0,0,0
-1.6217883778973374,0.04174998239101051,2015-05-24,240.9530029296875,Bull,0,1,0,0,0
-1.5994545136188503,-0.46290629241096676,2015-05-25,237.11000061035156,Bull,0,1,0,0,0
-1.60670320377675,-0.10055495581809955,2015-05-26,237.11599731445312,Bull,0,1,0,0,0
-1.5859655508719495,-0.15008132753838913,2015-05-27,237.2830047607422,Bull,0,1,0,0,0
-1.5802275251423719,-0.19264312892308474,2015-05-28,237.4080047607422,Bull,0,1,0,0,0
-1.5655457593767992,-0.4002641483488694,2015-05-29,237.0959930419922,Bull,0,1,0,0,0
-1.5298736096363068,-0.7695368327909391,2015-05-30,233.34500122070312,Bull,0,1,0,0,0
-1.5175590736279227,-0.8905030314644773,2015-05-31,230.19000244140625,Bull,0,1,0,0,0
-1.5017595184778474,-1.374097660349748,2015-06-01,222.92599487304688,Bull,0,1,0,0,0
-1.5419090258240322,-0.3736214245579308,2015-06-02,225.8029937744141,Bull,0,1,0,0,0
-1.5312022102905911,-0.6324952813697202,2015-06-03,225.87399291992188,Bull,0,1,0,0,0
-1.5200940778910497,-0.8341438040034742,2015-06-04,224.32400512695312,Bull,0,1,0,0,0
-1.523348076018003,-0.6073358255922334,2015-06-05,224.95199584960935,Bull,0,1,0,0,0
-1.5206841495582444,-0.46346344374079995,2015-06-06,225.61900329589844,Bull,0,1,0,0,0
-1.4982624809196925,-0.760819059846802,2015-06-07,222.88099670410156,Bull,0,1,0,0,0
-1.5723038664142863,0.4256502721566639,2015-06-08,228.4889984130859,Bull,0,1,0,0,0
-1.5472997724152757,-0.1148980787205684,2015-06-09,229.04800415039065,Bull,0,1,0,0,0
-1.542424751232428,-0.19689574877410174,2015-06-10,228.8029937744141,Bull,0,1,0,0,0
-1.5532419085652436,-0.013544198175381219,2015-06-11,229.7050018310547,Bull,0,1,0,0,0
-1.5455573826683373,-0.0815395250761558,2015-06-12,229.98199462890625,Bull,0,1,0,0,0
-1.5593019124657848,0.1649314009421695,2015-06-13,232.40199279785156,Bull,0,1,0,0,0
-1.5648842114783257,0.17936776971447113,2015-06-14,233.54299926757812,Bull,0,1,0,0,0
-1.5681495445155524,0.28141197946143404,2015-06-15,236.822998046875,Bull,0,1,0,0,0
-1.6771467322761346,1.6362771333085873,2015-06-16,250.89500427246097,Bull,0,1,0,0,0
-1.6170808375453667,0.2574925868641352,2015-06-17,249.28399658203125,Bull,0,1,0,0,0
-1.6180359686411852,0.3272917602427668,2015-06-18,249.0070037841797,Bull,0,1,0,0,0
-1.5965635611898392,-0.15142460323425225,2015-06-19,244.6060028076172,Bull,0,1,0,0,0
-1.6083498553740094,0.19750963968913546,2015-06-20,245.2120056152344,Bull,0,1,0,0,0
-1.5924495819833653,-0.034237677760492975,2015-06-21,243.94400024414065,Bull,0,1,0,0,0
-1.6069589569120568,0.312986702604336,2015-06-22,246.9900054931641,Bull,0,1,0,0,0
-1.5471369399411437,-0.6926334423431664,2015-06-23,244.29600524902344,Bull,0,1,0,0,0
-1.5379102609615176,-0.8538043801200249,2015-06-24,240.51499938964844,Bull,0,1,0,0,0
-1.5655650582138405,-0.26617717895411563,2015-06-25,242.7989959716797,Bull,0,1,0,0,0
-1.572742991263546,-0.2347096833487016,2015-06-26,243.593994140625,Bull,0,1,0,0,0
-1.619428816999387,0.5267230826297656,2015-06-27,250.9900054931641,Bull,0,1,0,0,0
-1.5869248135877685,-0.2710597948388206,2015-06-28,249.0110015869141,Bull,0,1,0,0,0
-1.6368085019822847,0.6966070883757693,2015-06-29,257.0639953613281,Bull,0,1,0,0,0
-1.6500267368642165,0.7728000932664408,2015-06-30,263.0719909667969,Bull,0,1,0,0,0
-1.6079829793694516,-0.05762790314994839,2015-07-01,258.6210021972656,Bull,0,1,0,0,0
-1.6009124627521611,-0.130898984912814,2015-07-02,255.41200256347656,Bull,0,1,0,0,0
-1.6141963862495792,0.19741568429417966,2015-07-03,256.33599853515625,Bull,0,1,0,0,0
-1.618766890763904,0.38961396105567747,2015-07-04,260.885986328125,Bull,0,1,0,0,0
-1.6800902691417001,1.2669860188129876,2015-07-05,271.9129943847656,Bull,0,1,0,0,0
-1.6133956853370777,-0.13117883225728771,2015-07-06,269.0299987792969,Bull,0,1,0,0,0
-1.5931237109039402,-0.3842951756601763,2015-07-07,266.2070007324219,Bull,0,1,0,0,0
-1.6339438280592165,0.4355661687813575,2015-07-08,270.7850036621094,Bull,0,1,0,0,0
-1.619819221361523,0.01943394403561468,2015-07-09,269.2279968261719,Bull,0,1,0,0,0
-1.7255566495530321,1.732118022258584,2015-07-10,284.8940124511719,Bull,0,1,0,0,0
-1.710808228668963,1.2199111109582863,2015-07-11,293.114990234375,Bull,0,1,0,0,0
-1.765755031317451,2.0037753259250235,2015-07-12,310.86700439453125,Bull,0,1,0,0,0
-1.6667372496923067,-0.8311063659865625,2015-07-13,292.0539855957031,Bull,0,1,0,0,0
-1.703839288724964,0.04039897594743892,2015-07-14,287.4639892578125,Bull,0,1,0,0,0
-1.699284889999195,0.0717696565176557,2015-07-15,285.8290100097656,Bull,0,1,0,0,0
-1.6577046144950272,-0.5247309282656392,2015-07-16,278.0889892578125,Bull,0,1,0,0,0
-1.652375623490054,-0.2744819374141263,2015-07-17,279.47198486328125,Bull,0,1,0,0,0
-1.6105548789749462,-1.0486685724843263,2015-07-18,274.9010009765625,Bull,0,1,0,0,0
-1.5796532337664362,-1.3034548351851238,2015-07-19,273.614013671875,Bull,0,1,0,0,0
-1.6481596200726638,-0.20538397977802542,2015-07-20,278.9809875488281,Bull,0,1,0,0,0
-1.6261163523887516,-0.7999338654262762,2015-07-21,275.8330078125,Bull,0,1,0,0,0
-1.6455049756301103,-0.38742369752216904,2015-07-22,277.22198486328125,Bull,0,1,0,0,0
-1.650236630825638,-0.40360332837672824,2015-07-23,276.04901123046875,Bull,0,1,0,0,0
-1.7198963277371857,0.879830034114813,2015-07-24,288.27801513671875,Bull,0,1,0,0,0
-1.6948539773560627,0.14321647737281024,2015-07-25,288.6969909667969,Bull,0,1,0,0,0
-1.716140450051494,0.5340104968027857,2015-07-26,292.6860046386719,Bull,0,1,0,0,0
-1.6941716961538678,0.19431372917192058,2015-07-27,293.6239929199219,Bull,0,1,0,0,0
-1.7008545849925305,0.29036773683577577,2015-07-28,294.427001953125,Bull,0,1,0,0,0
-1.670654703294994,-0.2610850468421283,2015-07-29,289.5899963378906,Bull,0,1,0,0,0
-1.675860440297397,-0.07513981003188419,2015-07-30,287.72198486328125,Bull,0,1,0,0,0
-1.6387986625223503,-0.5756148642548312,2015-07-31,284.6499938964844,Bull,0,1,0,0,0
-1.6313257555322418,-0.6680484081558357,2015-08-01,281.60101318359375,Bull,0,1,0,0,0
-1.637202662687109,-0.4542667328110168,2015-08-02,282.614013671875,Bull,0,1,0,0,0
-1.6245116193584357,-0.6883732808654371,2015-08-03,281.22698974609375,Bull,0,1,0,0,0
-1.6378676064194413,-0.21454018490332222,2015-08-04,285.2179870605469,Bull,0,1,0,0,0
-1.6193886652255989,-0.7050334740122248,2015-08-05,281.8819885253906,Bull,0,1,0,0,0
-1.6164826065997557,-0.745357450831453,2015-08-06,278.5769958496094,Bull,0,1,0,0,0
-1.6360162337313127,-0.3258539873140016,2015-08-07,279.5849914550781,Bull,0,1,0,0,0
-1.5723127977560636,-2.1690270424032483,2015-08-08,260.99700927734375,Bull,0,1,0,0,0
-1.6278804210877595,-0.4101650437524121,2015-08-09,265.0830078125,Bull,0,1,0,0,0
-1.6082643139089443,-0.75631677618646,2015-08-10,264.4700012207031,Bull,0,1,0,0,0
-1.6099637011810832,-0.19489268089134554,2015-08-11,270.385986328125,Bull,0,1,0,0,0
-1.5533791301665645,-0.9765610954685979,2015-08-12,266.3760070800781,Bull,0,1,0,0,0
-1.559272129155614,-0.8269985401105592,2015-08-13,264.0799865722656,Bull,0,1,0,0,0
-1.5734162690448579,-0.5102181554991037,2015-08-14,265.67999267578125,Bull,0,1,0,0,0
-1.5816893513956094,-0.565499593460322,2015-08-15,261.5509948730469,Bull,0,1,0,0,0
-1.5692868396929158,-0.6919091012423139,2015-08-16,258.5069885253906,Bull,0,1,0,0,0
-1.5757078021393405,-0.495293983828006,2015-08-17,257.97601318359375,Bull,0,1,0,0,0
-1.481784598307711,-5.6736049136881475,2015-08-18,211.07899475097656,Bull,0,1,0,2,0
-1.769094965987748,0.1950350569750816,2015-08-19,226.6840057373047,Bull,0,1,0,0,0
-1.7742019831176148,-0.17684484011000717,2015-08-20,235.3500061035156,Bull,0,1,0,0,0
-1.722231233532332,-1.3288399860678104,2015-08-21,232.56900024414065,Bull,0,1,0,0,0
-1.728062063374785,-1.232573159164125,2015-08-22,230.38999938964844,Bull,0,1,0,0,0
-1.719434436238441,-1.2238044384161462,2015-08-23,228.16900634765625,Bull,0,1,0,0,0
-1.637105718319816,-3.169341435072592,2015-08-24,210.4949951171875,Bull,0,1,0,0,0
-1.8945971479476886,1.247754051408907,2015-08-25,221.60899353027344,Bull,0,1,0,0,0
-1.836705090698496,0.14826240832883644,2015-08-26,225.83099365234375,Bull,0,1,0,0,0
-1.791574127099577,-0.6582499294382221,2015-08-27,224.7689971923828,Bull,0,1,0,0,0
-1.8486457513252397,0.34831971060190114,2015-08-28,231.39599609375,Bull,0,1,0,0,0
-1.8198854494127084,-0.37491754839657554,2015-08-29,229.77999877929688,Bull,0,1,0,0,0
-1.825041709269595,-0.2838705571668246,2015-08-30,228.7610015869141,Bull,0,1,0,0,0
-1.8825453313592995,0.5480010351623006,2015-08-31,230.05599975585935,Bull,0,1,0,0,0
-1.834743778183553,-0.19950156059297425,2015-09-01,228.1210021972656,Bull,0,1,0,0,0
-1.8382202454235361,-0.030081183346111453,2015-09-02,229.28399658203125,Bull,0,1,0,0,0
-1.8223985898380486,-0.35370001575548826,2015-09-03,227.18299865722656,Bull,0,1,0,0,0
-1.8334271134180435,-0.0075608584816165975,2015-09-04,230.29800415039065,Bull,0,1,0,0,0
-1.8573602554197894,0.33777670265917215,2015-09-05,235.0189971923828,Bull,0,1,0,0,0
-1.8739468054860215,0.526292434128476,2015-09-06,239.83999633789065,Bull,0,1,0,0,0
-1.839325218922788,0.0663310697880389,2015-09-07,239.8470001220703,Bull,0,1,0,0,0
-1.866361590648787,0.5659725064745862,2015-09-08,243.60699462890625,Bull,0,1,0,0,0
-1.820262479569138,-0.41310678578850124,2015-09-09,238.16799926757812,Bull,0,1,0,0,0
-1.843695921155943,0.1457553358788085,2015-09-10,238.4770050048828,Bull,0,1,0,0,0
-1.8440551397307257,0.20645655140725463,2015-09-11,240.10699462890625,Bull,0,1,0,0,0
-1.7986535518580846,-0.6530239290269865,2015-09-12,235.22900390625,Bull,0,1,0,0,0
-1.7758213828413572,-0.9534463898658708,2015-09-13,230.51199340820312,Bull,0,1,0,0,0
-1.7927812314605747,-0.5301632286984396,2015-09-14,230.6439971923828,Bull,0,1,0,0,0
-1.7808179930874521,-0.7010866694461355,2015-09-15,230.3040008544922,Bull,0,1,0,0,0
-1.7877371587491175,-0.649566498780711,2015-09-16,229.09100341796875,Bull,0,1,0,0,0
-1.6469001218915909,-0.4768239876339547,2015-09-17,229.80999755859375,Bull,0,1,0,0,0
-1.627962959882928,-0.21095025030138942,2015-09-18,232.9750061035156,Bull,0,1,0,0,0
-1.6097993519313332,-0.5157557068371061,2015-09-19,231.4929962158203,Bull,0,1,0,0,0
-1.6241510545413296,-0.2691852612023805,2015-09-20,231.2120056152344,Bull,0,1,0,0,0
-1.6012517522677938,-0.7460648247979971,2015-09-21,227.0850067138672,Bull,0,1,0,0,0
-1.6399269414295836,0.061443964406263,2015-09-22,230.6179962158203,Bull,0,1,0,0,0
-1.5765985317009872,-0.25969356030133767,2015-09-23,230.2830047607422,Bull,0,1,0,0,0
-1.578124531548928,0.2580172380683248,2015-09-24,234.5290069580078,Bull,0,1,0,0,0
-1.5549764184812076,-0.14779391093370933,2015-09-25,235.1439971923828,Bull,0,1,0,0,0
-1.5515429308631432,-0.24842356792763773,2015-09-26,234.33999633789065,Bull,0,1,0,0,0
-1.5360911899230771,-0.35876475828556825,2015-09-27,232.7570037841797,Bull,0,1,0,0,0
-1.5990205836298155,0.6781319612039913,2015-09-28,239.1419982910156,Bull,0,1,0,0,0
-1.5538773394837238,-0.2826853267229695,2015-09-29,236.68699645996097,Bull,0,1,0,0,0
-1.5594028591040487,-0.1368956507256977,2015-09-30,236.05999755859375,Bull,0,1,0,0,0
-1.5589259243020426,-0.046357600904170695,2015-10-01,237.5489959716797,Bull,0,1,0,0,0
-1.5505493216638626,-0.2243711761871919,2015-10-02,237.29299926757812,Bull,0,1,0,0,0
-1.5608951325951814,-0.008038361515985967,2015-10-03,238.72999572753903,Bull,0,1,0,0,0
-1.5553498718534655,-0.135309044659319,2015-10-04,238.25900268554688,Bull,0,1,0,0,0
-1.5495212331315533,-0.05393355943852548,2015-10-05,240.38299560546875,Bull,0,1,0,0,0
-1.5832296229667548,0.5008109540134136,2015-10-06,246.06300354003903,Bull,0,1,0,0,0
-1.5495915118394765,-0.30968145201195657,2015-10-07,242.968994140625,Bull,0,1,0,0,0
-1.5495225337104572,-0.178153651439855,2015-10-08,242.3040008544922,Bull,0,1,0,0,0
-1.5556925255855805,0.07220537536525622,2015-10-09,243.93099975585935,Bull,0,1,0,0,0
-1.5525477768089941,0.005457112321972483,2015-10-10,244.9409942626953,Bull,0,1,0,0,0
-1.5627378480281642,0.1761219780155884,2015-10-11,247.0500030517578,Bull,0,1,0,0,0
-1.534939504262097,-0.26300706165176263,2015-10-12,245.30799865722656,Bull,0,1,0,0,0
-1.5473188351116842,0.17895123107353003,2015-10-13,249.50799560546875,Bull,0,1,0,0,0
-1.5551891580377661,0.2028733548250952,2015-10-14,251.9889984130859,Bull,0,1,0,0,0
-1.561809753725575,0.27917774302784076,2015-10-15,254.32000732421875,Bull,0,1,0,0,0
-1.6085547511022737,0.9780819365336593,2015-10-16,262.8689880371094,Bull,0,1,0,0,0
-1.6275048830242054,1.087971864887999,2015-10-17,270.6400146484375,Bull,0,1,0,0,0
-1.5664655655119706,-0.5028654697063223,2015-10-18,261.64300537109375,Bull,0,1,0,0,0
-1.6066322780884965,0.4169589828208232,2015-10-19,263.43701171875,Bull,0,1,0,0,0
-1.626290062971031,0.7861600677667855,2015-10-20,269.4630126953125,Bull,0,1,0,0,0
-1.5821064525933226,-0.0839194184873069,2015-10-21,266.2720031738281,Bull,0,1,0,0,0
-1.6323728269752096,0.8985497789109078,2015-10-22,274.02301025390625,Bull,0,1,0,0,0
-1.600749471890461,0.3049010185357366,2015-10-23,276.4960021972656,Bull,0,1,0,0,0
-1.6023094176912824,0.4184176188789195,2015-10-24,281.65399169921875,Bull,0,1,0,0,0
-1.616288780556381,0.49029733267755155,2015-10-25,283.67999267578125,Bull,0,1,0,0,0
-1.6132549273895649,0.4514474696115513,2015-10-26,285.29998779296875,Bull,0,1,0,0,0
-1.6402801906170774,0.992192953699293,2015-10-27,293.7879943847656,Bull,0,1,0,0,0
-1.6791662443712614,1.5043193331998572,2015-10-28,304.6180114746094,Bull,0,1,0,0,0
-1.675201411370948,1.3806247032317063,2015-10-29,313.8550109863281,Bull,0,1,0,0,0
-1.7183164198181269,1.9542092762712004,2015-10-30,328.0150146484375,Bull,0,1,0,0,0
-1.6336948886234148,-0.2779960462472703,2015-10-31,314.1659851074219,Bull,0,1,0,0,0
-1.7191926365924044,1.525423447704176,2015-11-01,325.4309997558594,Bull,0,1,0,0,0
-1.903992001591129,3.8203462197381826,2015-11-02,361.1889953613281,Bull,0,1,0,0,0
-2.0117820267229884,4.62460424957996,2015-11-03,403.4169921875,Bull,0,1,0,0,0
-1.9210553389563774,2.533005234006982,2015-11-04,411.56298828125,Bull,0,1,0,0,0
-1.8274414348295283,0.18949319708667278,2015-11-05,386.35400390625,Bull,0,1,0,0,0
-1.8137963453289567,0.23774043838275885,2015-11-06,374.4700012207031,Bull,0,1,0,0,0
-1.9087720526923972,2.0750553517833823,2015-11-07,386.48199462890625,Bull,0,1,0,0,0
-1.8229753664588793,0.20808137791423903,2015-11-08,373.3680114746094,Bull,0,1,0,0,0
-1.8120983422826065,0.5834999859785266,2015-11-09,380.2569885253906,Bull,0,1,0,0,0
-1.6287762642215227,-3.8509914727135346,2015-11-10,336.8190002441406,Bull,0,1,0,2,0
-1.6281904923015558,-3.8084143427956314,2015-11-11,311.0840148925781,Bull,0,1,0,0,0
-1.869444153050377,0.6324130489390857,2015-11-12,338.1520080566406,Bull,0,1,0,0,0
-1.8102933300994724,-1.019489852535016,2015-11-13,336.75299072265625,Bull,0,1,0,0,0
-1.7803126986618636,-1.4954262193443288,2015-11-14,332.906005859375,Bull,0,1,0,0,0
-1.7606949309752025,-2.0733707959190437,2015-11-15,320.1659851074219,Bull,0,1,0,0,0
-1.828884688742554,-0.5133633475757048,2015-11-16,330.7510070800781,Bull,0,1,0,0,0
-1.8815393961296765,0.04128608264883684,2015-11-17,335.093994140625,Bull,0,1,0,0,0
-1.9135683754940893,0.30853886078021003,2015-11-18,334.5899963378906,Bull,0,1,0,0,0
-1.8309801193134616,-1.019592378156536,2015-11-19,326.14898681640625,Bull,0,1,0,0,0
-1.8365045918165512,-0.8282112262743214,2015-11-20,322.0220031738281,Bull,0,1,0,0,0
-1.873901888608012,-0.060570097762978864,2015-11-21,326.927001953125,Bull,0,1,0,0,0
-1.8739444744171654,-0.2853970747794389,2015-11-22,324.5360107421875,Bull,0,1,0,0,0
-1.854006055324952,-0.5139325954518715,2015-11-23,323.0459899902344,Bull,0,1,0,0,0
-1.837713270682376,-0.7783211853895649,2015-11-24,320.0459899902344,Bull,0,1,0,0,0
-1.8836386493646353,0.13231208310289583,2015-11-25,328.20599365234375,Bull,0,1,0,0,0
-1.995301978040483,1.883456770690451,2015-11-26,352.6839904785156,Bull,0,1,0,0,0
-1.9598159948597706,0.8860697692682634,2015-11-27,358.0419921875,Bull,0,1,0,0,0
-1.9339989161059299,0.41088843622173893,2015-11-28,357.3810119628906,Bull,0,1,0,0,0
-1.9933386027124975,1.5882233529219727,2015-11-29,371.29400634765625,Bull,0,1,0,0,0
-1.9795750300910773,1.2833108032145786,2015-11-30,377.3210144042969,Bull,0,1,0,0,0
-1.9194467957377006,-0.07169835770433866,2015-12-01,362.4880065917969,Bull,0,1,0,0,0
-1.887502723653861,0.27844068088480756,2015-12-02,359.18701171875,Bull,0,1,0,0,0
-1.8088624758778555,0.041498002266489524,2015-12-03,361.0459899902344,Bull,0,1,0,0,0
-1.8021921763148125,-0.01343728049771302,2015-12-04,363.1830139160156,Bull,0,1,0,0,0
-1.9046069013467912,1.857514781137915,2015-12-05,388.9490051269531,Bull,0,1,0,0,0
-1.818324436682794,0.10982298177420306,2015-12-06,388.7829895019531,Bull,0,1,0,0,0
-1.8309976332204256,0.4799217980018764,2015-12-07,395.5360107421875,Bull,0,1,0,0,0
-1.914516961933564,1.8343827435514959,2015-12-08,415.56298828125,Bull,0,1,0,0,0
-1.8836950662211598,1.0079606853842535,2015-12-09,417.56298828125,Bull,0,1,0,0,0
-1.8099666413989723,0.7272950231101106,2015-12-10,415.47900390625,Bull,0,1,0,0,0
-1.9273541960261393,3.228731602451458,2015-12-11,451.93798828125,Bull,0,1,0,0,0
-1.7433218462301574,-0.13553188938685692,2015-12-12,434.99700927734375,Bull,0,1,0,0,0
-1.7701710438962492,0.5500410885084394,2015-12-13,433.7550048828125,Bull,0,1,0,0,0
-1.7949518668715851,1.1468871921327222,2015-12-14,444.1820068359375,Bull,0,1,0,0,0
-1.8064389227414663,1.6022076768053641,2015-12-15,465.3210144042969,Bull,0,1,0,0,0
-1.7361090208797292,-0.023068942524378865,2015-12-16,454.9339904785156,Bull,0,1,0,0,0
-1.7611741803130812,0.5383834301261339,2015-12-17,456.0780029296875,Bull,0,1,0,0,0
-1.7302013081346737,0.28622133988945525,2015-12-18,463.6159973144531,Bull,0,1,0,0,0
-1.7284866090412285,0.1546486913612974,2015-12-19,462.3219909667969,Bull,0,1,0,0,0
-1.6839648808903342,-0.9496807146604678,2015-12-20,442.68499755859375,Bull,0,1,0,0,0
-1.693862381513911,-0.5221031663736192,2015-12-21,438.6390075683594,Bull,0,1,0,0,0
-1.6664137363261173,-0.8264563458013716,2015-12-22,436.5719909667969,Bull,0,1,0,0,0
-1.7011128394345558,-0.19043683112302676,2015-12-23,442.4010009765625,Bull,0,1,0,0,0
-1.7279499783714467,0.31176487242449513,2015-12-24,454.9849853515625,Bull,0,1,0,0,0
-1.696303242167999,-0.3501071304269446,2015-12-25,455.6530151367187,Bull,0,1,0,0,0
-1.5982067946955365,-2.7042459749682157,2015-12-26,417.27398681640625,Bull,0,1,0,0,0
-1.7115268089412294,-0.3015011772751904,2015-12-27,422.822998046875,Bull,0,1,0,0,0
-1.7039966081454911,-0.538747578153594,2015-12-28,422.2789916992187,Bull,0,1,0,0,0
-1.7403508868417523,0.22898031956698098,2015-12-29,432.9830017089844,Bull,0,1,0,0,0
-1.6919834979452288,-0.7962827968397462,2015-12-30,426.6199951171875,Bull,0,1,0,0,0
-1.6912137544212351,-0.4549814564082042,2015-12-31,430.5669860839844,Bull,0,1,0,0,0
-1.6939291771155933,-0.41040753027033655,2016-01-01,434.3340148925781,Bull,0,1,0,0,0
-1.7334254614993247,-0.010696969076051315,2016-01-02,433.43798828125,Bull,0,1,0,0,0
-1.7170671851808335,-0.28924939801270483,2016-01-03,430.010986328125,Bull,0,1,0,0,0
-1.7130090954314166,0.07901982217465983,2016-01-04,433.0910034179687,Bull,0,1,0,0,0
-1.6886237464058986,-0.3304194054886154,2016-01-05,431.9599914550781,Bull,0,1,0,0,0
-1.6895722411711105,-0.35075113408519365,2016-01-06,429.1050109863281,Bull,0,1,0,0,0
-1.7943663696754504,1.5940591729323683,2016-01-07,458.0480041503906,Bull,0,1,0,0,0
-1.7193653550134622,-0.13586326609928526,2016-01-08,453.2300109863281,Bull,0,1,0,0,0
-1.7125342716123768,-0.25189665995858856,2016-01-09,447.6109924316406,Bull,0,1,0,0,0
-1.6890369030971795,0.08018598939299422,2016-01-10,447.9909973144531,Bull,0,1,0,0,0
-1.6768905347155556,0.03543427759708571,2016-01-11,448.4280090332031,Bull,0,1,0,0,0
-1.642353050786775,-0.7558174224703814,2016-01-12,435.69000244140625,Bull,0,1,0,0,0
-1.6558660376701169,-0.3411326899913516,2016-01-13,432.3710021972656,Bull,0,1,0,0,0
-1.601339784893354,-0.8290477995642133,2016-01-14,430.3059997558594,Bull,0,1,0,0,0
-1.5049158147078203,-4.916055382951413,2016-01-15,364.33099365234375,Bull,0,1,0,2,0
